Requirement,Specific_Type
The product will ensure an availability of 98.9% for online services.,A
85% of users should send notifications within 3 minutes.,MN
The GlobalPlatform API shall provides services to the application such as card verification and security services,SE
The league page has 5 most recently posted messages.,LF
Product shall be capable of handling 5000 transactions per hour within two years of its launch.,SC
Integration with smart home devices and internet of things platforms will be supported by the platform.,PO
Training resources for new users will be offered by the product.,O
20 minutes per month is the maximum downtime for the application.,A
The system will make sure that all data is protected against unauthorized access.,O
Mobile application - Search by restaurant type DESC: A user should be able to select a restaurant type in a given list as input. The result is displayed in a map view by default.,FR
The product must maintain a detailed audit trail of all user actions on a dispute case for a period of at least five years.,L
If the shot was marked as a miss the product shall change the status of the offensive player to defensive,FR
The system will have a timeout setting.,FT
NPAC SMS shall check return status.,SE
"When a message is posted on the league page, the product shall display a notification sound.",LF
System shall be able to handle incomplete or corrupted data inputs.,FT
The product will have service level agreements to define availability expectations.,FT
All actions that create a new claims case must be recorded in the case history to ensure a complete audit trail.,L
The guidelines of the Anti-Money Laundering regulations apply to transactions.,L
The product should be able to cater to most of the novice internet users.,US
CPN should support storage of UGC within the CPN.,FR
"Product must be able to operate in environments with limited network connectivity, such as satellite networks or remote locations.",O
The route planned by the navigator is shown in the map view.,FR
The application has to comply with the law.,L
80% of users completing tasks successfully after following the built-in tutorials is what the system will include.,US
Users shall receive timely notifications and alerts when necessary to ensure they stay on track and meet deadlines.,US
The product will give account activity updates in under 2 seconds.,PE
Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.,O
The system needs to support integration with third-party tools and services.,US
The product needs to be able to scale.,PO
a) put easily accessible and simple-to-use procedures in place to receive and respond to complaints or inquiries about their policies and practices relating to the handling of PHI;,SE
"Up to 5,000 simultaneous video streams are supported by the application.",SC
The application will give users estimated downtime notifications.,FT
"Even during unexpected shutdowns, the product will maintain user session data.",FT
New features shall be designed with scalability in mind to accommodate future growth and changes.,MN
A calendar feature is needed for scheduling events.,O
The system shall display available payment methods for payment.,FR
A search described in requirements UCAR406 and UCAR407 results in a displayed set of events that match the search input.,FR
"99% of the time, the system must be available to users.",A
The product must support dynamic scaling.,SC
The user should be able to personalize their bookmarks.,US
"Up to 2000 simultaneous users will be supported initially, with the ability to scale to 5000 users within the first year.",SC
A notification mechanism shall be implemented to inform users of any maintenance or updates performed on the system.,FT
Even first time users should be intuitive.,LF
The product needs to support multiple user interface themes.,MN
The application needs to be compatible with various development tools.,PO
A credit command which contains the S2 MAC computed by the PSAM using the session key is sent to the CEP card,SE
The product should be able to integrate with other tools.,PO
The System should allow a user to stipulate which other users or groups can access cases.,SE
The product needs to be compliant with the HITECH Act.,L
The product will ensure that all reports are delivered within 5 minutes.,PE
NPAC SMS shall use smart cards to authenticate users accessing the NPAC SMS via dial-up.,SE
All screens created as part of the Disputes application must comply with corporate standards for interface creation.,LF
The system will display items that have recently been viewed.,LF
There are significant issues related to using RBAC to support an interoperable EHR that must be resolved before the EHRi can make full and effective use of RBAC.,SE
"When a ship is docked, the product shall simulate the sound of a ship being moored.",LF
The website needs to be fully operational.,O
Web interface compatibility shall be ensured across various network configurations.,PO
If projected the data must be free from distractions.,US
Users can manage customer interactions and data effectively with the seamless integration of the product.,O
"Within 5 minutes, the system will ensure that data is synchronized.",PE
The product must meet the standards of the Payment Services Directive 2.,L
Product shall be able to interface with existing customer relationship management (CRM) systems.,O
The product needs to include automated recovery script for common failures.,FT
The system will use icons that are animated.,LF
The application needs to support a wide range of data import and export options.,O
"After logging in, it should give a view of the data in the medical record.",LF
The system shall authenticate user credentials to view the profile.,FR
"As Google Maps API is being used for this application, it is mandatory that we abide by the terms of use specified by Google",SE
Integration with popular third-party tools will be supported by the product.,US
The system could provide the ability to destroy data records so that all traces are removed.,SE
Compatibility with multiple operating systems should be ensured for maximum user convenience.,PO
Compatibility with major browsers is a prerequisite for usability.,PO
Offline capabilities for users in remote locations will be provided by the product.,O
Test environments should be built to allow testing of the applications different functions.,MN
The administrator can modify the list of news RSS-feeds that are available in Dutch.,FR
The system shall allow user to enter the contact number for support personnel to call.,FR
The product will allow users to streamline their workflows and improve efficiency.,US
"The product will support drag-and-drop for rearranging items and organizing content, giving users a flexible and intuitive way to interact with the interface.",LF
The system will operate on both open and proprietary hardware.,PO
"When users hover over buttons, the interface will include tooltips that give additional information and guidance.",LF
Disaster recovery drills will be supported by the software.,FT
The CPN should support a capability to ensure QoS and call prioritization for sessions originating or terminating in the H(e)NB.,PE
Malicious data input into the product shall not cause the product to crash or become unresponsive.,FT
"When a player is penalized, the product shall display a penalty animation.",LF
Multiple users can work together smoothly and efficiently if the product offers real-time collaboration features.,US
The system will allow users to manually initiate a recovery process in the event of a failure.,FT
The application needs to ensure that all interactive elements respond within 1 second.,US
The system will support live updates.,MN
Recreation of user accounts for the period of previous 6 months shall take no more than 30 minutes.,PE
The product can manage up to 1 million active user accounts.,SC
"-assessing, building and managing an effective information security department ;",SE
The product shall be able to delete room equipment.,FR
Product shall be able to interface with existing enterprise resource planning (ERP) systems.,O
Defect reports shall be available to technical units on a 24x7 basis.,A
System logs shall be generated and stored regularly to provide a record of system activity and errors.,O
"New software components will be designed to be modular and self-contained, reducing the complexity of integration and maintenance.",MN
Future requirements must be accommodated by the system.,SC
"System shall have a maximum response time of 10 seconds, excluding peak usage hours.",A
"When a ship is under attack, the product shall simulate the sound of enemy fire.",LF
The product will have training resources for new users.,O
Staff members shall be able to complete a set of tasks in a timely manner.,PE
"In serverless environments, the software should be able to run.",PO
The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,LF
The product will have a support ticket system.,O
The Personal Data Protection Act applies to all user data.,L
"Before the system is deployed, all of the CCR users will receive training.",US
The product will process online reservations in under 5 seconds.,PE
The FAQ section of the product will be easy to navigate.,US
Product shall be able to interface with third-party services and APIs.,O
"Portability is crucial for this software, and it must be able to run on various operating environments.",PO
Role-based access control is required for security.,O
The product needs to be able to handle data from many different devices.,PO
The application needs to support internationalization.,PO
The CNG should support redirection of IP Multimedia sessions as defined by TS 181 005 [1] independently from the type of device used (NGN terminal or other CND).,FR
Recreation of inventory adjustment for the period of previous 20 days shall take no more than 45 minutes.,PE
The system will display a blank set of ratings if there are not ratings yet defined.,FR
Product shall be expected to manage the inventory of 1000 different products.,SC
"As long as IBM's internal intranet W3 is accessible, the WCS system will be available at all times.",A
"Attacks against the NPAC SMS may be perpetrated in order to achieve any of the following: Denial of service to a customer by placing wrong translation information in the SMS, Denial of service to a customer by preventing a valid message from reaching the SMS, Disrupting a carrier's operations by having numerous spurious calls (to users who are not clients of that carrier) directed to that carrier, Switching customers to various carriers without their consent, Disrupting the functioning of the NPAC SMS by swamping it with spurious messages.",SE
The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,PE
Product shall be able to recover from a software update failure without losing user data.,FT
"During critical errors, the application will offer a safe mode.",FT
Web application shall be accessible through a secure socket layer (SSL) protocol to ensure data encryption.,O
Web-based applications must be compatible with standards to be usable in all major web browsers.,PO
"Stable performance will be ensured by the product, which can handle up to 3,000,000 transactions per day.",SC
All actions that modify an existing customer account must be recorded in the customer activity log to ensure a complete audit trail.,L
The application has to comply with the act.,L
SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall ensure that the syntax of the security field used for the notification corresponds to the authenticator.,SE
The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,FT
The system will make sure that it is compatible with legacy systems.,FT
The application will be able to support more server capacity.,SC
The product needs to have a response time of 2 seconds.,O
Product updates shall be scheduled during maintenance windows to minimize disruptions to end users.,MN
The amount to be reversed is the amount of the last step of the transaction. The reversal command sent to the CEP card contains a S2 MAC computed by the PSAM.,SE
Revenue and expense formulae must be reviewed annually to ensure accuracy and compliance.,MN
"NPAC SMS shall present the NPAC or Service Provider personnel with an option of disconnecting the first login and continuing the second login or terminating the second login, when a second login is entered.",SE
The application needs to make sure that all interactive elements respond within 1 second.,US
Adjusters and Collision Estimators shall be able to easily track and manage their progress.,US
b) VLER DAS sends a request to the Health Data Repository (HDR) to retrieve a list (first pass) of exam results,SE
The system can handle 2 million transactions per day.,SC
The product will give options for different access levels.,O
"The system will provide contextual help at every step of the process, ensuring that 95 percent of users will be able to proceed without assistance.",US
Technical support team shall be available for phone calls between 7am and 7pm M-F.,A
The system will have a minimum of 99.6% uptime.,A
compatibility with the existing corporate email system is ensured by the product.,O
Any interface between a user and automated system shall have a maximum response time of 8 seconds unless noted by an exception below.,PE
A user will be able to use the system without any instruction.,US
New users will be provided with a logical workflows with the product.,US
"Even under heavy load conditions, the application must maintain response times under 2 seconds.",PE
The software will be in line with the Financial Instruments Directive.,L
Product shall be able to process all transactions. Product shall process minimum of 5 million transactions per year.,SC
The application will have a feature for recent updates.,MN
The platform will be accessible from 8am to 7pm on weekends.,A
A survey will show that 95 percent of users are at ease with using gift cards.,US
"After one day of training, everyone will be able to use the system.",US
The website shall continue to operate if the streaming server goes down.,FT
The system shall display the Events in a graph by time.,FR
The system has to follow the guidelines set by the EPA.,L
Comprehensive documentation for end users is required for the product.,MN
"The identity of all NPAC SMS system users, both individuals and remote machines, must be verified or authenticated to enter the system, and to access restricted data or transactions over the NPAC Administrative and NPAC SOA Low-Tech Interfaces.",SE
Dependent databases/filesystems shall remain accessible for users even in the event of a network partition.,FT
The system can only be used on days when it is available between 7AM and 11:59PM.,A
Single sign-on is required to enable user authentication.,O
The interface will have a print-friendly version.,LF
The application will use motion design principles to create engaging animations that guide users through their processes.,LF
Customer service team shall be available for phone support between 8am-8pm M-F.,A
The load device must support on-line PIN encryption or off-line PIN verification,SE
The preferred repair facility ratings shall be saved by the system.,FR
"The interface shall be designed to accommodate users with hearing impairments, with a minimum of 90% of beta testers reporting that the interface is adequately simple to use.",LF
"The product will provide clear and concise documentation that covers all aspects of the application, with 90 percent of users finding it helpful and easy to follow.",US
The system will cater to 10 simultaneous users from 9am to 5pm.,SC
The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,A
"As a practical matter, a healthcare organisation wishing to access PHI from another jurisdiction must do so in a manner that respects the legal requirements for consent to disclose PHI in the jurisdiction of the organisation that holds the data as well as satisfy all the legal requirements for consent to access PHI in its own jurisdiction.",SE
The system has to perform regular health checks.,FT
Users should arrange meetings successfully after exploring for 10 minutes.,US
The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,US
"In the event of power failures, the system should be designed to prevent data loss.",PO
"ii) transferred to a third party, or",SE
Adjusters and Collision Estimators shall be able to easily track their progress and view their completed tasks.,US
The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,SE
The software will use watchdog timers to detect hangs.,FT
The software is designed for distributed systems.,PO
Fault tolerance mechanism shall be designed to minimize downtime in case of hardware failure.,FT
System shall allow for a minimum of 8 administrators to work simultaneously.,PE
The exception of the following scheduled maintenance windows is the availability of the Disputes application.,O
Load times will be kept under 5 seconds for up to 90% of users during the peak hours.,SC
Product shall be able to interface with any third-party software application for integration purposes.,O
The product will be able to support 1000 concurrent users.,SC
"Product shall be capable of handling up to 100,000 concurrent requests for data analytics within 5 years of its launch.",SC
"For all operations, the system needs to achieve a 98.6% uptime.",A
Up to 10 million daily active users will be managed by the product.,SC
Any interface between a user and the automated system shall have a maximum response time of 3 seconds.,PE
Use Geolocation scripts to locate user,FR
Users shall be able to easily save their progress and resume using the product at a later time.,US
Out of 1000 accesses to the system the system is available 999 times.,A
Internet Connection DESC: The application should be connected to the Internet.,FR
The product needs to be able to handle network delays.,PO
Product shall be able to continue operating even if the database is temporarily unavailable.,FT
The product will use icons and terms that are easy to understand.,US
The product must comply with the guidelines set forth by the National Credit Union Administration regarding credit card disputes.,L
The system needs to be able to support 1 billion transactions a year.,SC
The Federal Trade Commission Act requires that the system meet certain requirements.,L
The software will give a place for failure testing.,FT
The product needs to support automated deployment.,MN
The system will support multiple instances.,SC
The application will use motion design principles to create engaging animations that guide users through the process.,LF
"Within 2 seconds, the system will give feedback on form errors.",PE
Users will be able to upload images in under 10 seconds.,PE
All legal obligations outlined in the Privacy Rule must be complied with by the system.,L
"If questions arise about a particular dispute case, a complete audit trail must be maintained by the Disputes application.",L
The product will notify employees of meeting invitations.,FR
EAR and ITAR are export control regulations.,L
The DUAP System shall require users to log in for system access.,SE
Rationale: This requirement ensures that user access privileges to the EHRi can be immediately and systematically suspended if there are grounds to do so.,SE
The application needs to support deployment in hybrid cloud architectures.,PO
"85% of users are able to fix problems on their own, with the system ensuring that error messages are displayed prominently.",US
The system response time on a 56k connection must be less than 6 seconds.,PE
"When a critical component fails, the product will operate in degraded mode.",FT
"The design specification must not preclude dual-leg transactions from taking place in parallel, as a result of the variety of environments where unlinked loads may be implemented.",PO
"Ability for the user to share inbox, calendar, and files with users, given permission.",SE
Daily usage statistics should be logged and accessible by the administrator.,FR
The data sync process can be completed in less than two minutes.,PE
It should be possible for a service profile to be associated with each identity.,O
The system could track user information over time.,SE
The application shall be compatible with multiple web browsers without any compatibility issues.,PO
Product shall be able to automatically adjust its layout and design based on user behavior.,US
The application will process image uploads in 8 seconds.,PE
"During peak usage times, the application needs to be high availability.",SC
The application will maintain a high level of reliability.,A
Users will be able to upload images in less than 10 seconds.,PE
Users shall be able to easily switch between different modes of the product.,US
Direct access to the data stored in the database is only allowed for Administrator(s) using the CLI.,SE
A Web-based application shall be secure and protected against common web threats.,PO
Customer support team shall be available for phone support between 9am-5pm M-F to provide technical support to customers.,A
80% of the Collision Estimators agree their productivity will increase after using the product.,US
"During scheduled maintenance, the system will allow for some downtime.",A
The user must be able to add photos from his/her photo library to his/her medical record.,FR
The application has to allow for configuration of multiple strategies.,FT
The application will give a detailed changelog for each update.,MN
instantaneous search results for user queries will be provided by the system.,PE
The product should give an overview of the metrics.,MN
"80% of users find real-time collaboration tools to be beneficial, as they allow multiple users to work on the same document.",US
"GParted Live does not deal with any security or privacy issues, as it does not run from within an operating system.",SE
Application shall be able to run on any operating system with a compatible web browser.,PO
The application will meet the requirements of the ILO.,L
The system will support both native and web-based environments.,PO
The system needs to make sure it is in compliance with theEISA.,L
No personal information is stored by the system so no specific security requirements need to be defined.,SE
"The interface will use a modular design framework that will allow for consistent styling and easy updates across all components, as well as facilitating the integration of new features.",LF
Integration with time- tracking software is required.,O
The system will be able to support multiple geographic regions with consistent service quality.,SC
The system must route exchanged data to authenticated sources and destinations.,SE
Users in remote locations will have offline capabilities provided by the product.,O
"Movie streaming service shall be available in multiple languages, with subtitles and closed captions for all content.",A
The product will have keyboard shortcuts.,LF
"Mobile application - Search result in a list view Search results can be viewed in a list. Each element in the list represents a specific restaurant. Each element should include the restaurant name, telephone number, type of food, distance according to the user's position, average price, a short two-line description, a link to the restaurant's web-page and an information link. There should be maximally 100 results displayed. If the result contains more restaurants than what can be displayed on the screen at one time, the user should be able to scroll through them. When searching by price the restaurants should be sorted according to the following order: 1. average price 2. distance 3. restaurant type 4. specific dish When searching by a search option, other than price, the restaurants should be sorted according to the following order: 1. distance 2. average price 3. restaurant type 4. specific dish The list view should include a header with different selectable sorting options. The list view should include a button that, when selected, should display different filtering options in a filtering menu.",FR
The application should support easy scaling.,MN
The product will have a modular layout that allows users to modify the arrangement of interface elements.,LF
Push notifications will be sent within 2 seconds of events occurring.,PE
A minimum of 80% of maintenance tasks will be automated through the use of tools and scripts to reduce manual labor.,MN
Users report that the product confirms their actions.,US
The software needs to run on multiple devices.,PO
Ability for the data center admin to provide pre-emptive e-mail content filtering.,SE
"The system, when storing PHI on any device intended to be portable or removable (e.g. thumb-drives, CD-ROM, PDA, Notebook), shall support use of a standards based encrypted format using triple-DES (3DES), or the Advanced Encryption Standard (AES), or their successors.",SE
Product formulas shall allow use of semi-products which have own formulas.,FR
The system will give immediate access to frequently used features.,PE
The system shall provide browsing options to see product details.,FR
"For up to 10,000 concurrent users, the application will ensure that response times are under 2 seconds.",SC
Normal users can just read information but they cannot edit or modify anything except their personal and some other information.,SE
"When a ship is being docked, the product shall simulate the sound of a ship being secured to the dock.",LF
User authentication shall be completed within 2 seconds.,PE
Applications should Perform internal security measures required by the Application Provider,SE
This process needs to have the support and commitment of the highest levels of management within the organisation; otherwise it will be difficult to implement and to enforce.,SE
"Product shall be designed to work with different types of hardware, including laptops, desktops, and mobile devices.",O
Automatic updates will allow for the installation of new features and security patches without requiring user intervention.,O
The system shall calculate tax for the order.,FR
The application will allow bulk data exports in under 20 seconds.,PE
Sensitive data will be encrypted before being sent over insecure connections like the internet.,SE
The Card Issuer is responsible for Generating and loading the Issuer Security Domain keys,SE
nomadism of the users and their subscribed services from one physical customer environment to another may be supported by the CNG.,O
The system will support both native and web environments.,PO
The product has to log all critical errors.,FT
"When a shot is scored by a player with a power-up, the product shall simulate the sound of a power-up activation.",LF
Product shall allow users to view and edit previously saved data in offline mode.,FT
"Product updates will be performed in a way that minimizes disruptions to end users, with updates typically occurring during non-peak usage hours.",MN
The system needs to be available to users all year long.,A
The product will notify users if there is a system failure.,FT
"Logs of access, modification and disclosure will themselves contain confidential information and must therefore be made both secure and tamper-proof.",SE
The product will make sure that the time to load any webpage is not more than 3 seconds.,PE
All actions that modify an existing dispute case must be recorded in the case history.,L
The Card Issuer is responsible for Cryptographically authorizing load install and extradition to be performed by Application Providers.,SE
"The application needs to make it easy for users to find guidance when they need it, with 90 percent of users finding the help icons to be helpful.",US
The system can support up to 5 million active user sessions.,SC
Product shall be able to provide secure authentication and authorization mechanisms.,O
The interface for configuring and managing system settings will be provided by the application.,O
"When the primary network is not working, the product will be operational.",A
The application will have a dashboard for monitoring.,MN
"On a 10x10 projection screen, most viewers must be able to read the data from a viewing distance of 30.",US
There is access to source code for programmers and application developers.,A
New features and functionalities shall be thoroughly documented and made available to end users through user manuals and guides.,MN
The application will be able to back up failed updates.,MN
The product will support real-time data sync across multiple platforms.,O
Editing an existing dish Given the administrator is logged in When the administrator edits an existing dish Then the dish should be updated in the list of dishes,FR
System shall have a maximum of 1 hour of downtime per year.,A
An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,US
Users will be able to report issues in 2 clicks.,US
Automated payment processing shall take no more than 10 seconds to complete.,PE
A minimum of 90% of product updates will be delivered through a phased rollout to minimize disruption to end-users.,MN
Disputes application must maintain a detailed audit trail of all user interactions for at least two years to comply with regulatory requirements.,L
"Once reconnected, the application should operate in Offline mode.",PO
Hardware compatibility testing shall be performed on a minimum of 5 different hardware platforms before product release.,O
Product documentation will be updated quarterly to reflect changes and updates to the product.,MN
All critical components will be offered redundant by the software.,FT
The product will meet the requirements of the Global Investment Performance Standards.,L
There should be different data storage back ups in the application.,PO
The system can be used between 12 and high availability every day.,A
"When a new game starts, the product shall simulate the sound of a cannon firing.",LF
"During the holiday season, the system must be able to manage increased traffic.",SC
The system will display a loading indicator.,LF
The user interface for monitoring system health must be provided by the application.,FT
Critical updates must be supported by the application.,FT
The look and feel of the system should be in line with the user interface standards of the smart device.,LF
Changes to system configurations will be tracked by the product.,FT
The application will support multi-threading to prevent peak usage.,FT
Product shall be available 24 hours a day seven days a week.,A
"The main menu contains a launcher to the Encyclopedia-app, only if the Dutch language is selected.3.1.7",FR
"When users complete tasks successfully, the system will include feedback animations.",LF
The legal obligations set forth by the European Energy Market Regulation must be followed by the software.,L
Change management processes will be established to ensure that changes to the system are properly assessed and implemented.,MN
The application has to perform self-checks.,FT
The home page of the website should have animation.,O
The system shall have a help system that offers tips and explanation for each screen and each item on the screens upon demand.,US
The application needs to be compatible with different storage systems.,PO
The system will be available 99.5% of the time.,A
The average number of recycled parts records per day will be 50 000.,SC
The application must handle concurrent user requests with no degradation in performance.,PE
The product has to support compliance with theTAA.,L
NPAC SMS shall provide a strong authentication mechanism for network access.,SE
"Web/application server technology shall be able to handle high traffic and large volumes of data, ensuring optimal performance and scalability.",O
The product needs to provide detailed error reporting.,O
The system shall use the organization's standard virus protection software to help monitor threats to itself.,SE
The user will be able to find what they're looking for in under 5 seconds.,PE
System shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 10 years.,SC
Diagnostic information will be provided by the software after the failure.,FT
The system will accommodate a high number of users.,FT
The product will perform vulnerability assessments on a regular basis.,FT
Product shall be able to support up to 5000 different user roles.,SC
WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,SC
The interface will have a minimalist design with lots of white space.,LF
Web interface should be usable on older hardware platforms.,PO
Send transactions to other processors in a standard format defined in agreement with the scheme provider,FR
Criteria will be defined in the TBD Data Denial Plan.,SE
"When forwarding packets from the customer network to the WAN interface, the CNG will manage a number of queues that correspond to the priorities detected in the classification phase for each packet processed.",PE
75% of users will report frequent engagement after the first month.,US
The OPEN shall Ensure that application code has been signed by the Controlling Authority represented on the card,SE
The Truth in Advertising Act requires advertising content to be true.,L
"For up to 10,000 concurrent users, the application will ensure that response times remain under 2 seconds.",SC
The product will be able to handle increased processing power needs.,SC
Product shall be able to process 100% of educational records for the next 7 years.,SC
The exception of the scheduled maintenance windows are the 24x7x365 hours of the Disputes application.,O
The system will provide 100% availability for transactions.,A
The way to return to the startup screen will be provided by the system.,US
Portability shall be ensured across different hardware platforms and architectures.,PO
"During software updates, the application needs to be up and running.",FT
Product shall allow users to view and edit previously saved data on different devices.,FT
Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.,FR
5 minutes of downtime per week is what the software will not exceed.,A
Technical support team shall be available for phone calls between 12am and 8am.,A
Even non-technical users can successfully set up the software if the application provides a user-friendly setup wizard.,O
The software will work effectively in both environments.,PO
The product has to provide an activity log for users.,O
The user should periodically change the password; currently the user policy requires a mandatory password change every three months.,SE
The product will allow for user feedback.,O
The software needs to be compatible with Windows Embedded systems.,PO
The application has to handle concurrent user requests with no degradation in performance.,PE
instant feedback for user interactions will be provided with no delay in response to user actions.,PE
There are buttons in the user interface that can be used to produce/export reports in .xls or .123 file formats.,O
Server shall be able to support a maximum of 2500 simultaneous streaming connections.,SC
The media from which the product is run will affect the initial load time of the product.,PE
The product should support automated testing.,MN
Rugged mobile devices should be used for the application.,PO
Recreation of user account data shall take no more than 12 minutes.,PE
"The system must record access and usage of systems, data, and organizational resources.",SE
The application will give a user-friendly interface for error recovery.,FT
"The website will be available for 24 hours a day, every day.",A
The application must be able to hold a database up to 1 terabytes.,SC
The product will have an activity log to record performance issues.,FT
All business decisions must be documented in accordance with the Sarbanes-Oxley Act and its associated guidelines.,L
The product needs to be able to handle data from a variety of devices.,PO
3) The system shall provide audit capabilities indicating the time stamp for an object or data creation.,SE
"When a player scores a goal, the product shall simulate the sound of a crowd cheering.",LF
Consistency of data across different platforms is required by the application.,PO
Product updates and patches shall be delivered through a secure and reliable network channel.,O
"Description: To reduce errors at the time of blood product administration, the patient is positively identified.",SE
The response time will be fast enough to keep the game going.,PE
The product shall comply with the regulations set forth by the Environmental Protection Agency regarding hazardous waste disposal.,L
It will take no more than 30 minutes to Recreation of Inventory Quantity Adjustment.,PE
The run time environment shall be responsible to separate secure storage for the application code and data,SE
85% of users have to complete data transfers within 15 minutes.,MN
The product needs to support real-time error detection.,FT
Platform independence is a key requirement for the product's longevity.,PO
A customer network administrator can perform service and network related configuration on the Customer Network.,US
"after every user request, new maps are needed to be loaded",FR
"System availability shall be monitored and reported on a weekly basis, with a minimum uptime of 99.5%.",A
The system will allow for the quick updating of user profiles.,PE
The application needs to support the efficient handling of concurrent data processing tasks.,PE
"80% of users feel their input is valued, and the system will include a feedback loop where users can report issues and suggest improvements.",US
The product will allow for user-customizable settings and preferences.,O
The system shall display all the products that can be configured.,FR
One username/password must be provided for the owner of each vessel,SE
The product will be able to process 10 000 transactions per hour within two years.,SC
"When a player is sent off the field, the product shall simulate the sound of a player being removed from the game.",LF
"Organisations hosting components of the EHRi, should assess, by means of a Privacy Impact Assessment, the risks to personal privacy associated with implementation of the hosted components and should implement appropriate privacy controls to mitigate identified risks.",SE
Regulatory compliance with the National Credit Reporting Association shall be ensured for all transactions processed by the Disputes application.,L
Users will be able to access features without any downtime.,A
The application needs to be operational seven days a week.,A
A real-time preview of documents being edited will be provided by the product.,LF
"When a player is sent off, the product shall simulate the sound of a referee's yellow card being shown.",LF
The application must support a wide range of data import and export options.,O
"Every time the system is turned on, the functions of the system must be made available to the user.",A
The application supports clustering for high availability.,FT
The development team will follow best practices for clean code and software modularity in order to make the application as maintainable as possible.,MN
The application will allow users to transfer data between different systems without data loss or corruption.,O
Malicious data input shall not cause the product to crash permanently.,FT
The user interface should have buttons for navigation.,LF
"In case of huge amount of traffic in upstream or downstream directions, a congestion management mechanism will be implemented in the CNG to minimize the impact from the user experience point of view.",PE
The system will provide a dashboard with a variety of options for frequently used features.,LF
Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.,FR
All buttons and icons will be provided with tooltips.,LF
System shall be accessible through multiple internet service providers.,A
New data centers will be supported by the product to expand capacity.,SC
Code reviews shall be conducted regularly by experienced developers to ensure adherence to coding standards and best practices.,MN
15 minutes of downtime per week is what the software will not exceed.,A
The product will provide immediate feedback on changes if user profile updates are saved within 2 seconds.,PE
The product needs to support continuous integration.,PO
A standard navigation menu will be used for the product.,US
Testing will be performed on all changes to the product to ensure compatibility with existing features and functionality.,MN
Movies will be streamed via Windows Media Player.,O
"All layout shall be according to the TU/e corporate identity, unless in conflict with the guidelines of requirements UCOR003-UCOR006.",SE
The leads washing functionality will compile both contact and academic scoring information for a total score.,FR
A Global Services Application shall Perform internal security measures as required by the service.,SE
The system needs to maintain its service uptime.,A
A user can then select the product and view the details.,FR
Website shall allow the Izogn administrator to approve a review posted by a customer.,FR
The product will help System Administrators and DBAs to resolve transaction errors 99% of the time.,US
The product will ensure that user profile updates are saved within 2 seconds.,PE
The system should be portable so that it can be used on a variety of architectures.,PO
The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,PE
configuration changes will be tracked by the application.,MN
Automated report generation shall be completed in under 4 minutes.,PE
"The product can be used for 24 hours a day, every day of the year.",A
The system shall allow the user to modify the date preference set of an already submitted meeting response.,FR
The product will ensure that most users can complete their primary task.,US
Product shall be expected to operate for at least 7 years for each customer installation.,SC
The software will offer redundant components.,FT
Rreports must be easy to generate and export.,US
The product will meet the ILO's standards.,L
The product will be able to schedule automated tasks.,O
The application will support both architectures.,PO
The product needs to follow the U.S. Freedom of Information Act.,L
"In the event of a network failure, the product will be in continuous operation mode.",FT
"Within 15 seconds, the application will generate monthly usage statistics.",PE
"Micro-Interactions will be used to enhance user engagement, providing subtle visual cues that respond to user actions.",LF
The ability to schedule recurring tasks is what the product needs.,O
Identifying and (where appropriate) protectively labelling information assets as confidential can be an important tool in staff training and awareness.,SE
User account information shall be updated within 1 second.,PE
A standard navigation menu is what the product will use.,US
Product shall be able to manage the existing 2000 users. This number is expected to grow 10 times within the next year.,SC
System shall be able to function in a virtualized environment with at least 2 GB of RAM.,O
The service needs to have a minimum availability of 96.5% throughout the year.,A
"This requirement should not be construed as meaning that the information in the records of such patient or persons are somehow more confidential than those of ordinary citizens or that these records, as information assets, are more valuable than those that are not at elevated risk of inappropriate access.",SE
